mandature;uidconseiller;civilite;nom;prenom;groupecourt;groupepolitique;fonctionexecutif;codedepelection;depelection;listecourt;listeelectorale;datenaissance;villenaissance;profession;twitter;facebook;siteinternet;blog
18.0;ELU73;Madame;AZZAZ;Nadège;E-ÎDF;Ensemble, l'Île-de-France;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;16/09/1981;Clamart;Ingénieure d'Etudes;@Azzaz Nadége;Nadége Azzaz;;
18.0;ELU128;Monsieur;BARBOTIN;Gaël;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;01/04/1961;;Autre profession libérale;;;;
18.0;ELU205;Monsieur;BOURSE-PROVENCE;Dominique;NI;Non Inscrits;;94.0;Val-de-Marne;FN 94;Front National 94;03/02/1952;Maisons-Alfort;Coach-Formateur;;;;
18.0;ELU72;Monsieur;CAMARA;Lamine;FdG;Front de Gauche - Parti communiste français et République & socialisme;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;27/02/1979;Draveil;Chargé de mission;;Lamine Camara;;
18.0;ELU103;Monsieur;CHÉRON;James;UDI;Union des Démocrates et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;22/12/1977;;Consultant;@jamescheron;james.cheron.5;;
18.0;ELU109;Monsieur;CHEVRON;Benoît;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;31/05/1968;Provins;Agriculteur;;;;
18.0;ELU57;Monsieur;CUZOU;Gilbert;NI;Non Inscrits;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;10/09/1983;Nantes;;@cuzouG;Gilbert Cuzou;;
18.0;ELU6;Madame;GAMRAOUI;Khadija;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;18/05/1975;;Fonctionnaire de catégorie A;;;;
18.0;ELU148;Monsieur;GAUDUCHEAU;Bernard;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;26/06/1955;PERIGUEUX;Maire;;;;
18.0;ELU137;Monsieur;HEBERT;Gérard;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;31/01/1960;Corbeil-Essonnes;Collaborateur de cabinet;;;;
18.0;ELU166;Madame;LAPORTE;Manon;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;20/03/1965;Paris;Avocate fiscaliste, docteure en droit;;manon.laporte 2014;;
18.0;ELU150;Monsieur;LE CLERE;Arnaud;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;20/02/1979;Bordeaux;Cadre supérieur (secteur privé);;;;
18.0;ELU34;Monsieur;LEGARET;Jean-François;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;21/08/1952;;Permanent politique;;;;
18.0;ELU157;Madame;MESADIEU;Anne-Louise;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;12/01/1976;Port-au-Prince (Haïti);Attachée culturelle;;;;
18.0;ELU129;Monsieur;MILLIENNE;Bruno;CD;Centre et des Démocrates;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;28/11/1959;;: Cadre supérieur du secteur privé;@BrunoMillienne;Bruno Millienne;;
18.0;ELU91;Monsieur;NICOLLE;Jean-Marc;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;30/07/1964;;: Cadre en entreprises publiques;;;;
18.0;ELU160;Monsieur;NKONDA;Brice;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;26/05/1982;;: Cadre supérieur du secteur privé;@BriceNkonda;Brice Nkonda;http://www.bricenkonda.fr;
18.0;ELU27;Monsieur;REDLER;Jérémy;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;07/11/1981;Paris;: Directeur des relations institutionnelles et de la communication;@jeremy_redler;;;
18.0;ELU29;Monsieur;ROGER;Vincent;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;12/01/1969;Paris;: Directeur d'un cabinet conseil;@vincentroger754;;;
18.0;ELU189;Monsieur;SAINT JUST (DE);Wallerand;RN-ÎDF;Rassemblement national Île-de-France;;75.0;Paris;FN 75;Front National 75;06/07/1950;;Avocat;@wdesaintjust;;;
18.0;ELU52;Madame;SARKISSIAN;Roseline;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;24/05/1973;Brioude (43);Cadre;@rosesarkissian;Roseline Sarkissian;http://roselinesarkissian.fr;
18.0;ELU222;Monsieur;SOLES;Benoît;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;05/09/1972;AGEN;Comédien Auteur;Benoit SOLES;Bneoit SOLES;;
18.0;ELU180;Madame;VON EUW;Stéphanie;LRI;Libres, Républicains et Indépendants;6ème Vice-Présidente en charge de l'emploi, de la formation professionnelle et de l'apprentissage;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;29/04/1975;;Industrie-Chef entreprise;@sve83;Stéphanie Von Euw;;
18.0;ELU45;Monsieur;BAYOU;Julien;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;11/06/1980;Paris;Gérant;@Julien Bayou;Julien Bayou;http://onfaitcommeonadit.com;
18.0;ELU219;Monsieur;BOHBOT;Jack-Yves;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;l'alternance avec Valérie Pécresse 75;18/04/1956;Vincennes;Cadre supérieur (privé);;;;
18.0;ELU193;Monsieur;BOLLÉE;Joffrey;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;18/10/1989;Paris;Assistant de direction/assistant parlementaire;;;;
18.0;ELU36;Monsieur;CECCONI;Frank;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;17/07/1962;;Permanent politique;;;;
18.0;ELU191;Monsieur;CHERRIER;Pierre;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;16/10/1953;Alger;Médecin;FedeFN77;;;
18.0;ELU66;Monsieur;DA SILVA;Carlos;E-ÎDF;Ensemble, l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;16/11/1974;Corbeil-Essonnes;Professeur des écoles;@dasilvacarlos91;Carlos da Silva;http://carlosdasilva.fr;
18.0;ELU145;Madame;DESCHIENS;Sophie;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;06/04/1962;Boulogne;Administrateur de sociétés;@sdeschiens;sophie deschiens;;
18.0;ELU173;Madame;DIRRINGER;Marie-Christine;CD;Centre et des Démocrates;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;17/06/1957;Sezanne;Chef entreprise;;;;
18.0;ELU164;Madame;FRANCLET;Karine;UDI;Union des Démocrates et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;13/12/1981;Château-thierry;Proviseur adjoint;@franclet karine;Karine Franclet;;
18.0;ELU54;Madame;FUCHS;Sylvie;FdG;Front de Gauche - Parti communiste français et République & socialisme;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;24/09/1960;Paris;Gestionnaire de comptes;;;;
18.0;ELU142;Monsieur;GABRIEL;Denis;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;17/07/1960;Paris 9ème;cadre;@dgabriel 92;denis gabriel;http://denis-gabriel.fr;
18.0;ELU131;Madame;HIDRI;Faten;UDI;Union des Démocrates et Indépendants;8ème Vice-présidente en charge de l'enseignement supérieur et de la recherche;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;09/04/1981;Ris Orangis;Avocat;@fatenhidri;;;
18.0;ELU176;Monsieur;LE BOHELLEC;Franck;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;13/03/1967;Vannes;Industrie-Chef entreprise;;;;
18.0;ELU146;Monsieur;LOREC;Philippe;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;02/09/1967;Paris;Fonctionnaire de catégorie A;;;;
18.0;ELU9;Madame;MARIAUD;Sylvie;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;07/08/1964;Neuilly s/seine;Chargée de mission;;;;
18.0;ELU165;Monsieur;MEIGNEN;Thierry;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;17/05/1957;Ivry s/seine;Chef entreprise;@thierry Meignen;;;
18.0;ELU111;Madame;PÉCRESSE;Valérie;LRI;Libres, Républicains et Indépendants;Présidente du conseil régional;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;14/07/1967;;: Magistrat;;;;
18.0;ELU105;Monsieur;PROFFIT;Julien;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;03/02/1974;Paris;: Avocat;@Proffit Julien;julien proffit;;
18.0;ELU68;Monsieur;THOMAS;Olivier;E-ÎDF;Ensemble, l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;28/04/1963;Antony;Attaché principal d'administration centrale;;;;
18.0;ELU139;Monsieur;VIGIER;Jean-François;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;20/06/1963;Beaulieu;Cadre (entreprises publiques);@jfvigier;jf.vigier;;
18.0;ELU88;Madame;BARJOU;Dominique;E-ÎDF;Ensemble, l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;02/09/1953;Paris (75);Directrice de Cabinet;@dbarjou;Dominique Barjou;;
18.0;ELU208;Madame;BERTHAUD;Corinne;NI;Non Inscrits;;95.0;Val-d'Oise;FN 95;Front National 95;07/04/1971;Lyon;Ecrivain spécialiste de la souffrance au travail;;;;
18.0;ELU136;Madame;CARILLON;Sylvie;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/01/1965;Savigny-sur-Orge;Salarié du secteur médical;;;;
18.0;ELU99;Madame;CHAIN-LARCHÉ;Anne;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;11/04/1958;Paris;Pharmacien;@anne_chain;Anne Chain Larché;;
18.0;ELU151;Madame;COBLENTZ;Caroline;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;28/04/1967;Suresnes;Elue locale;;;;
18.0;ELU86;Monsieur;COSKUN;Taylan;FdG;Front de Gauche - Parti communiste français et République & socialisme;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;18/01/1970;Bakirkoy;Cadre;;;;
18.0;ELU41;Madame;COSSE;Emmanuelle;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;15/11/1974;Paris;;@emmacosse;emmacosse1;;
18.0;ELU135;Madame;DURANTON;Marianne;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;12/05/1968;Redon;DIrectrice administrative et financiére;;;;
18.0;ELU185;Madame;ELIMAS;Nathalie;CD;Centre et des Démocrates;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;05/06/1973;BEAUVAIS;Fonctionnaire;@nathalie Elimas;nathalie Elimas;;http://nathalie-elimas.fr
18.0;ELU96;Madame;ESPARGILIÈRE;Juliette;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;27/08/1978;Clamart;Déléguée vie associative;@espargiliereju;juliette espargilière;;
18.0;ELU174;Monsieur;GONZALES;Didier;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;14/09/1960;Algérie;Inspecteur des douanes;;;;
18.0;ELU12;Monsieur;HUBERT;Florent;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;29/12/1977;Paris;Fonctionnaire;;;;
18.0;ELU140;Madame;LAMIRÉ-BURTIN;Sandrine;CD;Centre et des Démocrates;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/10/1971;Paris;Responsable événementiel;;Sandrine Lamiré;;
18.0;ELU38;Monsieur;LECOQ;Jean-Pierre;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;18/07/1954;Paris;Retraité;;;;
18.0;ELU32;Madame;MONTANDON;Valérie;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;31/03/1976;;: Chef d'entreprise;@VMontandon;Valérie Montandon;http://www.valeriemontandon.fr;
18.0;ELU118;Monsieur;NASROU;Othman;LRI;Libres, Républicains et Indépendants;Premier vice-président en charge des relations internationales et des affaires européennes;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;13/07/1987;;: Chef d'entreprise;@othmannasrou;/othmannasrou;http://www.othman-nasrou.fr;
18.0;ELU55;Monsieur;PLANCHOU;Jean-Paul;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;22/04/1948;;: Retraité;;;;
18.0;ELU67;Madame;RUFET;Corinne;AES;Alternative écologiste et sociale;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;04/09/1972;;Autre cadre;@cocoruf;;;
18.0;ELU94;Monsieur;SERNE;Pierre;AES;Alternative écologiste et sociale;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;28/05/1972;;Fonctionnaire;@pierreserne;pierre serne;;
18.0;ELU156;Monsieur;SPIRI;Jean;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;04/06/1982;;Cadre supérieur (secteur privé);@jeanspiri;Jean Spiri;http://jeanspiri.fr;
18.0;ELU168;Madame;ADLANI;Farida;CD;Centre et des Démocrates;10ème Vice-Présidente en charge des Solidarités, de la Santé et de la Famille;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;11/03/1976;;Employée (secteur privé);;;;
18.0;ELU221;Madame;ANSEL;Maxence;UDI;Union des Démocrates et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;25/04/1974;CAMEROUN;Journaliste, réalisatrice audiovisuelle;@maxyancel;;;
18.0;ELU203;Monsieur;BARDELLA;Jordan;RN-ÎDF;Rassemblement national Île-de-France;;93.0;Seine-Saint-Denis;FN 93;Front National 93;13/09/1995;Drancy (93);Député européen;@j_bardella;Jordan Bardella;fn93.fr;
18.0;ELU49;Monsieur;BENHAIM;Frédéric;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;19/11/1982;New-York;Entrepreneur;@fredericbenhaim;;;frederic-benhaim.net
18.0;ELU196;Monsieur;CHEVRIER;Philippe;NI;Non Inscrits;;78.0;Yvelines;FN 78;Front National 78;09/06/1950;Paris 19ème;Retraité salarié privé;;;;
18.0;ELU194;Madame;COURNET;Aurélie;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;11/11/1985;L'Hay-les-Roses;Cadre (privé);@NangisRBM;;;
18.0;ELU4;Monsieur;COURTOIS;Daniel-Georges;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;29/08/1956;Paris;Conseiller Maître à la cour des comptes;;;;
18.0;ELU76;Monsieur;DAMERVAL;François;AES;Alternative écologiste et sociale;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;31/08/1979;Amiens;Gérant entreprise;@fdamerval;;http://francoisdamerval.eu;
18.0;ELU177;Madame;DELEPAULE;Nathalie;UDI;Union des Démocrates et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;03/12/1965;Libourne;sans profession déclarée;;;;
18.0;ELU121;Madame;FOUCHÉ;Huguette;CD;Centre et des Démocrates;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;07/12/1951;Paris 15ème;Retraitée salarié privé;;huguette fouche;;
18.0;ELU21;Monsieur;KARAM;Patrick;LRI;Libres, Républicains et Indépendants;7éme vice-président en charge des sports, des loisirs, de la jeunesse, de la citoyenneté et de la vie associative;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;08/02/1961;Pointe-à-Pitre;Inspecteur général de la jeunesse et des sports;@karampatrick;;;
18.0;ELU69;Madame;KRIBI-ROMDHANE;Hella;AES;Alternative écologiste et sociale;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;20/03/1980;Marrakech;Attachée territoriale;@HellaKR;Hella Kribi-Romdhane;http://hellakribiromdhane.fr;
18.0;ELU152;Monsieur;LAURENT;Philippe;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;14/05/1954;Hautmont;Consultant;@laurent_sceaux;;http://philippe-laurent.fr;
18.0;ELU110;Madame;MONCHECOURT;Sylvie;UDI;Union des Démocrates et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;21/11/1952;;: Retraitée du secteur privé;@SylvieMoncheco1;;;
18.0;ELU23;Monsieur;PÉCHENARD;Frédéric;LRI;Libres, Républicains et Indépendants;9ème vice-président en charge de la sécurité et de l'aide aux victimes;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;12/03/1957;Neuilly-sur-Seine;: Cadre;;;;
18.0;ELU119;Madame;PERE-BRILLAULT;Anne;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;01/03/1961;Lille;: Directrice de la communication;@pere_anne;anne.pere.brillault;;
18.0;ELU183;Madame;PORTELLI;Florence;LRI;Libres, Républicains et Indépendants;15ème vice-présidente en charge de la culture, du patrimoine et de la création;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;23/03/1978;;;;;;
18.0;ELU116;Monsieur;RICHARD;Arnaud;UDI;Union des Démocrates et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;30/04/1971;Rouen;: Directeur général d’une association;;;;
18.0;ELU74;Monsieur;ROMERO;Roberto;AES;Alternative écologiste et sociale;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;04/01/1968;Santiago du Chili;: Professeur;@robertoadrian;robertoromero.eu;http://robertoromero.eu;
18.0;ELU187;Madame;SAKI-AIDOUD;Samira;LRI;Libres, Républicains et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;05/10/1974;Saint-Denis;Ingénieur d'affaires calcul et simulation;@samira_aidoud;;;
18.0;ELU62;Madame;SALL;Ramatoulaye;AES;Alternative écologiste et sociale;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;10/03/1986;;Permanent politique;@SallRama;;;
18.0;ELU60;Madame;THIS SAINT-JEAN;Isabelle;E-ÎDF;Ensemble, l'Île-de-France;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;28/05/1963;Suresnes;Professeur d'université;I This Saint Jean;Isabelle This Saint-Jean;;
18.0;ELU106;Madame;VAN;Thi Hong Chau;CD;Centre et des Démocrates;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;01/08/1970;Bussy-Saint-Georges;Formatrice;;;;
18.0;ELU130;Monsieur;BEAUDET;Stéphane;LRI;Libres, Républicains et Indépendants;5ème Vice-Président en charge de la stratégie institutionnelle, des transports et des mobilités durables;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;25/05/1972;Paris 9;chef d'entreprise;@beaudetstephane;Stephane Beaudet;stephanebeaudet.fr;
18.0;ELU20;Madame;BÜRKLI;Delphine;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;05/06/1974;Paris;Cadre;@dburki;delphine burkli;http://delphineburki.fr;
18.0;ELU153;Madame;CARMANTRAND;Caroline;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;21/03/1969;Boulogne;;carocarmantrand;;;
18.0;ELU184;Monsieur;CHKROUN;Benjamin;UDI;Union des Démocrates et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;15/02/1981;Martigues;Délégué Général;@b_chkroun;benjamin.chkroun;;
18.0;ELU134;Monsieur;DUGOIN-CLÉMENT;Jean-Philippe;UDI;Union des Démocrates et Indépendants;11ème Vice-président en charge de l'écologie, du développement durable et de l'aménagement;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;15/08/1975;Ris-Orangis;Cadre;@JPDugoinClement;Jean-Philippe Dugoin-Clement;;http://www.jean-philippe-dugoint.fr
18.0;ELU47;Monsieur;GAYETS (DES);Maxime;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;25/05/1978;Saint-Mandé;Permanent politique;@mdesgayets;;http://www.maximedesgayets.fr;
18.0;ELU5;Madame;GIAZZI;Danièle;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;03/09/1955;Paris;Cadre dirigeant;;;;
18.0;ELU201;Madame;JUILLE;Vanessa;NI;Non Inscrits;;91.0;Essonne;FN 91;Front National 91;02/08/1975;Longjumeau;Gestionnaire de patrimoine;@vanessajuille;;;
18.0;ELU84;Monsieur;MECHMACHE;Mohammed;AES;Alternative écologiste et sociale;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;19/04/1966;;Autre cadre (privé);;mohammed mechmache;;
18.0;ELU51;Monsieur;MIGNOT;Didier;FdG;Front de Gauche - Parti communiste français et République & socialisme;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;18/04/1962;;Fonctionnaire;@DidierMignot;Didier Mignot;;
18.0;ELU225;Monsieur;PÉRICAT;Xavier;LRI;Libres, Républicains et Indépendants;;;;;;16/08/1968;;;;;;
